;age;sex;t3;t1;t8;t2;t13;l1;;;t6;k3;k1;k2;;k4;;;a1;;;;;;;;;;;;;;;;;;;;;;;;;;;v2;v1;;;;;;;;;t7;t10;t9;t11;;;;y5
2022-09-08 14:30;4;2;5;5;5;5;5;4;5;5;4;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-08 14:28;4;2;4;4;4;4;5;4;4;4;4;6;5;5;5;5;5;5;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;5;5;4;4;1
2022-09-08 14:30;5;1;5;5;4;5;4;5;5;4;4;4;4;5;4;4;5;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;4;5;5;4;3;4;3
2022-09-08 14:36;2;1;5;5;5;5;5;5;5;5;5;5;5;5;6;5;5;5;5;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-09-08 14:41;1;1;3;3;3;3;3;3;3;2;3;4;3;3;2;3;4;3;3;;;;;;;;;;;;;;;1;3;3;3;2;2;;;;;;;2;2;;;;;;;;2;3;2;3;6;6;6;4;4
2022-09-08 14:58;3;2;4;4;4;4;4;4;5;5;6;4;3;4;6;4;4;5;4;;;;;;;;;;;;;;;3;3;1;3;1;2;;;;;;;2;2;;;;;;;;1;4;4;4;6;4;2;4;2
2022-09-08 15:01;3;2;4;4;5;4;5;5;5;5;4;4;3;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;5;5;5;4;4
2022-09-08 15:09;5;2;5;4;3;5;5;3;3;3;3;3;4;4;2;2;4;4;4;;;;;;;;;;;;;;;1;2;1;3;2;2;;;;;;;2;2;;;;;;;;3;4;4;4;4;5;1;4;2
2022-09-08 15:15;5;2;5;4;4;5;3;3;4;3;3;5;4;4;3;3;4;4;4;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;;2;2;;;;;;;;4;4;4;3;5;4;6;4;4
2022-09-08 15:15;5;2;5;5;5;5;5;6;6;6;3;4;4;3;4;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;5;5;5;5;5;5;4;1
2022-09-08 15:22;4;2;4;4;4;5;5;4;4;4;1;3;3;4;3;4;4;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;5;5;4;5;1
2022-09-08 15:46;5;2;4;4;4;4;4;4;4;4;4;4;3;3;4;5;4;5;3;;;;;;;;;;;;;;;1;1;3;3;2;2;;;;;;;2;2;;;;;;;;3;4;4;5;5;5;3;4;4
2022-09-08 15:24;3;2;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-09-08 15:29;3;2;5;5;5;5;5;2;2;3;5;4;4;4;3;3;4;4;4;;;;;;;;;;;;;;;2;3;3;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;5;5;1
2022-09-08 15:32;3;2;4;5;3;3;5;3;5;5;3;2;3;3;4;3;2;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;3;4;1
2022-09-08 15:30;5;2;4;3;3;3;4;2;3;2;1;2;2;2;2;2;3;4;2;1;;3;4;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;3;3;4;3;4;6;3;4
2022-09-08 15:32;1;1;5;5;5;4;4;3;3;3;3;4;4;4;4;4;4;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;5;5;1
2022-09-08 15:31;4;2;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-08 15:41;5;2;5;5;5;4;5;3;4;5;5;4;4;4;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;5;5;5;5;1
2022-09-08 15:41;3;1;5;5;5;4;5;3;4;3;3;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;5;5;5;5;5;5;5;1
2022-09-08 15:44;4;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-08 15:49;5;1;5;5;5;3;5;4;4;4;3;6;4;5;4;5;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-08 15:55;3;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-09-08 15:57;4;2;3;3;3;3;3;2;3;3;3;3;2;3;2;3;3;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;4;3;3;3;3;3;6;3;4
2022-09-08 16:11;2;2;5;4;4;5;4;4;4;4;3;4;4;4;5;5;5;4;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;6;4;1
2022-09-08 16:16;5;2;3;4;4;4;3;3;4;4;2;1;2;3;3;3;3;4;4;;;;;;;;;;;;;;;2;2;1;3;2;2;;;;;;;2;2;;;;;;;;4;4;3;4;4;4;4;4;4
2022-09-08 16:32;1;2;5;5;4;4;5;5;5;4;5;5;5;4;4;5;4;5;5;;;;;;;;;;;;;;;2;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;1;4;2
2022-09-08 16:45;4;2;5;5;5;5;5;3;4;4;4;4;4;3;4;4;4;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;4;5;5;5;5;1
2022-09-08 17:00;3;1;5;5;5;5;4;3;3;3;4;4;4;5;5;4;4;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;4;4;4;4;4;4;1
2022-09-08 17:23;5;2;4;4;4;2;4;2;2;2;2;2;2;3;2;2;3;3;3;;;;;;;;;;;;;;;1;3;3;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;3;3;6;3;4
2022-09-08 17:26;1;1;4;4;2;4;4;3;4;1;1;5;1;5;5;4;5;4;4;;;;;;;;;;;;;;;2;3;3;3;1;3;;;;;;;3;2;;;;;;;;1;3;3;2;4;2;6;4;4
2022-09-08 20:25;4;2;4;5;4;4;5;4;4;3;4;3;3;4;3;4;3;3;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;5;5;1
2022-09-08 21:09;3;2;5;5;5;4;5;5;4;5;3;5;4;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-09-08 22:13;4;2;5;5;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;3;4;4;5;5;5;5;5;1
2022-09-09 06:50;4;2;4;3;4;4;3;4;4;3;3;3;3;3;3;4;4;2;3;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;;2;2;;;;;;;;4;4;4;3;3;1;4;3;4
2022-09-09 06:51;1;2;5;5;4;5;3;5;5;5;2;5;3;4;5;5;5;3;3;;;;;;;;;;;;;;;1;2;1;2;1;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;3;5;3;1
2022-09-09 06:57;4;2;4;4;4;4;4;3;4;4;3;3;4;4;4;5;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;5;5;4;5;1
2022-09-09 06:50;3;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;4;5;5;5;5;5;5;5;1
2022-09-09 07:15;3;1;4;5;5;4;5;3;4;3;6;4;5;5;6;5;5;4;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;4;1
2022-09-09 07:22;7;4;4;4;3;3;3;2;3;3;2;3;3;3;2;3;3;3;3;;;;;;;;;;;;;;;2;2;2;2;3;2;;;;;;;2;2;;;;;;;;4;3;3;3;3;3;1;3;3
2022-09-09 07:29;2;2;4;4;4;3;5;1;4;3;4;2;2;2;2;4;2;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;4;4;1
2022-09-09 07:30;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;2;2;1;3;1;2;;;;;;;1;2;;;;;;;;3;5;5;5;4;5;5;5;2
2022-09-09 07:40;3;2;4;5;5;4;4;4;5;4;4;3;3;3;3;5;5;5;5;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;4;1
2022-09-09 07:41;2;2;5;4;5;4;4;3;4;4;3;4;3;3;3;3;4;5;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;5;4;1
2022-09-09 07:49;4;1;5;5;5;4;5;5;5;4;4;6;3;5;3;3;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;5;5;1
2022-09-09 08:09;1;2;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-09 08:10;2;2;4;4;4;3;5;4;5;4;4;4;3;4;3;3;2;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;3;3;4;4;4;4;4;1
2022-09-09 08:35;3;2;4;1;1;1;3;1;2;2;2;1;3;3;1;2;1;3;3;;;;;;;;;;;;;;;2;2;2;2;3;3;;;;;;;2;2;;;;;;;;2;2;2;2;2;1;1;3;2
2022-09-09 08:59;5;2;1;1;1;2;5;5;5;5;3;1;3;1;1;5;1;5;5;;;;;;;;;;;;;;;2;2;2;2;1;2;;;;;;;2;2;;;;;;;;1;1;1;2;3;2;1;3;3
2022-09-09 08:48;4;2;4;4;4;4;4;4;4;4;3;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;4;4;4
2022-09-09 08:54;4;1;4;5;5;4;5;4;5;5;5;6;5;4;4;4;5;5;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;4;5;5;5;5;5;1
2022-09-09 08:54;2;2;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;6;5;4
2022-09-09 09:05;2;1;5;5;5;4;5;4;5;5;4;5;4;5;5;4;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-09 09:11;5;2;4;4;5;5;4;4;5;5;4;4;4;5;4;4;5;5;5;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;4;4;4;4;4;5;6;4;4
2022-09-09 09:28;5;2;4;5;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;5;4;2;4;3
2022-09-09 09:32;3;2;4;3;4;4;3;3;3;3;3;3;3;3;3;3;4;3;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;3;3;3;4;6;3;2
2022-09-09 09:33;4;2;4;5;4;5;5;5;5;5;3;5;5;5;4;3;3;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;3;4;4;5;5;5;4;4;1
2022-09-09 09:55;5;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;1;4;3
2022-09-09 10:10;3;2;4;4;4;4;5;3;4;3;4;3;3;4;3;3;3;4;4;;;;;;;;;;;;;;;1;2;2;3;2;2;;;;;;;2;2;;;;;;;;3;4;4;5;5;5;6;6;4
2022-09-09 10:15;4;2;4;4;4;5;4;3;4;3;4;4;4;4;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;5;5;5;5;1
2022-09-09 11:49;2;1;4;5;5;5;3;4;4;4;4;4;4;4;3;4;4;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;5;5;5;5;1
2022-09-09 11:40;3;1;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-09-09 11:15;4;2;4;4;4;5;5;1;3;1;2;3;3;3;3;4;4;4;3;;;;;;;;;;;;;;;2;3;2;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;3;3;4;3;4
2022-09-09 11:17;5;2;5;4;4;5;5;4;5;4;4;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;6;5;4
2022-09-09 11:30;4;2;5;5;5;5;5;5;5;5;3;4;4;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-09-09 11:42;4;2;5;5;4;5;5;4;4;4;4;4;4;4;4;5;4;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;4;4;4;4;4;4;1
2022-09-09 14:13;4;1;5;4;4;4;4;3;4;3;4;3;3;4;3;4;4;4;4;;;;;;;;;;;;;;;3;3;3;3;2;3;;;;;;;2;2;;;;;;;;2;4;4;4;4;5;5;5;1
2022-09-09 12:18;3;2;5;3;3;2;5;3;2;1;1;3;3;4;3;2;5;5;4;;;;;;;;;;;;;;;1;1;2;1;2;2;;;;;;;2;1;;;3;;1;1;;2;3;3;5;5;5;5;5;1
2022-09-09 12:52;3;1;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-09 13:23;3;2;5;5;4;4;5;5;5;5;5;4;4;3;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;5;4;4;4;5;5;1
2022-09-09 13:32;4;1;4;3;4;3;3;4;3;3;1;3;4;3;4;4;4;4;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;3;3;3;4;3;3;4;4
2022-09-09 13:51;4;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-09-09 13:52;3;2;4;4;5;4;4;4;4;4;4;4;4;5;5;5;5;4;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;4;4;4;5;5;1
2022-09-09 13:56;4;2;5;5;5;5;5;4;5;5;4;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;3;5;5;5;5;5;5;5;1
2022-09-09 14:02;5;2;4;3;4;3;2;3;4;3;5;6;4;4;4;2;3;4;4;;;;;;;;;;;;;;;2;3;3;3;1;3;;;;;;;2;2;;;;;;;;1;3;2;3;4;2;5;5;4
2022-09-09 14:04;2;2;4;1;2;2;3;1;1;1;1;2;2;4;1;1;1;2;2;1;2;3;;;;;;;;;;;;3;3;2;2;2;2;;;;;;;2;2;;;;;;;;2;2;2;1;1;1;3;4;2
2022-09-09 14:04;5;1;4;4;4;2;4;2;2;2;2;2;2;2;2;3;3;3;3;;;;;;;;;;;;;;;3;3;3;3;1;3;;;;;;;2;2;;;;;;;;4;3;3;3;3;3;3;3;4
2022-09-09 14:21;3;2;5;5;5;5;4;5;5;5;3;4;4;3;5;5;5;5;5;;;;;;;;;;;;;;;1;2;1;3;1;2;;;;;;;2;2;;;;;;;;1;5;5;5;4;5;5;5;1
2022-09-09 14:53;4;1;4;3;4;3;4;3;3;4;1;3;3;3;3;4;3;3;3;;;;;;;;;;;;;;;3;3;3;3;1;2;;;;;;;2;2;;;;;;;;1;3;3;3;3;3;3;3;4
2022-09-09 14:58;3;1;4;4;4;5;3;3;2;2;4;3;4;4;4;4;5;5;5;;;;;;;;;;;;;;;1;1;1;3;1;2;;;;;;;2;2;;;;;;;;1;4;5;4;4;4;4;4;1
2022-09-09 15:22;4;2;5;5;5;3;3;1;5;1;3;6;6;5;1;3;5;5;5;;;;;;;;;;;;;;;2;2;2;3;2;2;;;;;;;2;2;;;;;;;;4;5;5;5;5;5;5;5;1
2022-09-09 15:33;4;2;5;5;5;5;5;5;5;4;3;5;4;2;4;5;5;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;4;5;5;5;5;5;1
2022-09-09 16:05;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-09 16:56;1;2;4;4;4;4;5;4;4;4;4;4;4;4;3;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;3;4;4
2022-09-09 17:02;4;1;2;3;1;2;3;1;1;1;3;1;1;3;1;2;1;3;2;;;3;;;6;;;;;;;;;2;2;3;3;1;2;;;;;;;2;2;;;;;;;;1;2;2;3;3;3;2;6;4
2022-09-09 17:43;1;2;5;5;5;5;5;5;5;5;6;5;6;5;5;5;6;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;6;6;4
2022-09-09 18:31;2;2;5;3;4;2;2;3;4;4;2;1;2;5;2;2;5;3;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;3;2;2;5;5;5;5;1
2022-09-09 18:33;3;1;5;4;4;3;4;4;5;4;3;3;4;4;4;4;2;4;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;3;4;4;3;4;6;4
2022-09-10 10:49;5;2;3;4;4;4;4;5;5;5;2;3;3;6;6;3;3;5;4;;;;;;;;;;;;;;;1;1;1;1;3;3;;;;;;;2;2;;;;;;;;3;3;3;4;5;5;5;4;4
2022-09-10 12:24;4;2;4;5;4;3;5;3;4;4;2;3;3;3;4;4;4;4;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;5;5;5;5;1
2022-09-11 10:58;3;2;4;4;4;4;4;2;3;2;3;5;3;3;4;4;4;4;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;3;4;4;5;5;1
2022-09-12 07:01;2;2;5;5;5;5;5;4;5;5;5;5;5;4;5;5;5;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-12 07:31;4;2;4;4;4;4;4;2;3;3;3;2;2;3;2;3;3;3;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;3;4;3;3;4;3;1
2022-09-12 07:41;2;1;3;4;3;2;5;1;1;1;2;2;2;3;1;1;1;3;3;;;;;;;;;;;;;;;2;2;2;2;1;1;1;2;3;;2;;2;2;;;;;;;;1;2;2;3;4;2;3;3;4
2022-09-12 07:32;2;2;4;1;2;3;2;4;5;5;1;3;2;3;2;1;2;3;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;1;2;;;;;;;;2;1;3;1;2;1;4;3;2
2022-09-12 07:37;2;2;4;5;4;5;5;4;5;5;3;5;4;3;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;3;4;5;5;5;5;5;1
2022-09-12 07:54;2;1;4;4;4;3;4;4;4;4;4;3;4;4;3;3;4;4;4;;;;;;;;;;;;;;;2;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;3;4;3;3;3;6;3;2
2022-09-12 07:51;2;2;4;4;4;4;5;4;4;5;4;4;4;3;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;3;4;4;4;3;4;4
2022-09-12 07:56;2;1;5;5;5;4;5;5;5;5;6;6;6;5;5;6;6;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;6;5;5;5;5;5;1
2022-09-12 08:36;5;2;5;2;5;2;5;1;1;1;1;1;5;5;1;1;5;5;5;;;;;;;;;;;;;;;2;2;1;2;1;2;;;;;;;1;2;;;;;;;;2;5;5;1;1;1;1;3;2
2022-09-12 08:33;2;1;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;5;5;1
2022-09-12 14:10;1;2;3;3;3;4;4;4;4;4;2;3;3;4;4;4;4;4;3;;;;;;;;;;;;;;;2;2;1;2;1;1;;2;;;1;1;2;2;;;;;;;;2;2;3;3;3;3;2;4;4
2022-09-12 08:55;4;1;4;3;3;3;5;2;3;3;1;1;1;3;1;2;2;4;3;;;;;;;;;;;;;;;1;2;2;2;1;2;;;;;;;2;2;;;;;;;;1;3;2;3;3;2;2;1;2
2022-09-12 08:49;3;2;5;5;5;5;5;5;5;5;5;3;3;3;2;2;2;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;3;5;5;5;2;5;2
2022-09-12 08:53;3;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-12 09:17;6;2;4;4;4;3;5;3;4;4;5;6;6;4;6;3;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;5;5;5;4;6;5;4
2022-09-12 09:15;3;1;5;5;5;5;3;5;5;3;5;5;5;5;5;5;5;3;3;;;;;;;;;;;;;;;1;2;1;3;1;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;4;5;2
2022-09-12 09:18;4;2;4;4;5;4;5;4;4;4;4;4;3;3;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;5;5;1
2022-09-12 09:31;5;1;5;4;4;3;4;4;4;4;3;5;5;5;5;5;5;4;4;;;;;;;;;;;;;;;1;3;1;3;3;2;;;;;;;2;2;;;;;;;;3;4;4;4;4;4;4;4;1
2022-09-12 11:12;1;1;3;3;2;2;5;5;5;5;2;1;1;4;2;2;2;4;2;;;3;;5;6;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;3;3;3;2;2;1;2;2
2022-09-12 09:36;2;2;4;5;4;5;5;4;5;4;4;5;5;5;4;4;5;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;3;4;4;5;1
2022-09-12 09:45;4;1;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-12 09:48;4;1;5;5;5;4;5;3;3;3;4;3;3;4;2;3;3;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;4;4;4;3;3;3;6;4;4
2022-09-12 09:52;4;2;5;5;5;5;5;5;5;5;4;4;5;5;4;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-09-12 10:08;3;2;4;4;4;4;4;5;5;5;3;6;4;4;6;6;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;3;4;4;4;4;3;6;3;4
2022-09-12 10:15;5;2;5;5;5;5;5;5;5;5;5;4;5;4;4;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-09-12 10:12;4;2;4;5;5;5;5;5;5;4;5;5;4;2;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-12 10:22;3;1;5;4;4;4;4;3;3;2;4;3;3;5;4;4;3;5;4;;;;;;;;;;;;;;;3;3;3;3;1;2;;;;;;;2;2;;;;;;;;1;4;4;4;3;3;5;5;4
2022-09-12 10:41;2;2;5;5;4;3;4;2;3;2;4;4;4;4;3;5;5;5;4;;;;;;;;;;;;;;;3;1;1;3;2;2;;;;;;;2;2;;;;;;;;3;4;4;4;5;5;5;5;1
2022-09-12 11:03;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-12 11:26;3;2;4;4;4;4;4;4;4;4;4;3;3;2;4;3;3;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;3;3;4
2022-09-12 13:22;4;2;4;3;3;3;4;3;3;3;3;1;2;4;2;2;1;4;2;;;;;;;7;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;3;2;3;3;3;4;3;2
2022-09-12 13:33;5;1;5;4;5;4;4;4;4;4;3;4;4;5;4;3;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;4;4;1
2022-09-12 13:41;3;2;5;5;5;4;4;4;4;5;4;4;4;3;3;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-12 15:07;3;2;5;5;5;5;5;4;5;4;4;4;5;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-09-12 15:13;7;4;4;4;3;4;3;3;4;4;2;4;4;4;4;4;4;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;3;3;3;4;3;4;3;1
